,journalName
389592,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
618971,CHI '14 Extended Abstracts on Human Factors in Computing Systems
618979,bioRxiv
1012202,IIE Transactions
1539403,IEEE Software
1241584,IEEE Access
979457,Proceedings of the 19th ACM international conference on Multimedia
1831431,Companion Publication of the 2020 ACM Designing Interactive Systems Conference
2388496,Proceedings of the 38th International ACM SIGIR Conference on Research and Development in Information Retrieval
1602065,Artificial Intelligence in Education
782866,Personal and Ubiquitous Computing
422421,IEEE Robotics and Automation Letters
455197,IEEE Trans. Pattern Anal. Mach. Intell.
2486813,"Proceedings of the TEI '16: Tenth International Conference on Tangible, Embedded, and Embodied Interaction"
1471008,Inf. Syst. Res.
2355745,Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining
782878,The Behavioral and brain sciences
1569318,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems
2322982,Engineering with Computers
2617900,Proceedings of the seventh international conference on Knowledge capture
2454062,Science China Information Sciences
2388538,2013 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM 2013)
160315,BMC Systems Biology
1208905,ACM Trans. Intell. Syst. Technol.
488013,2015 IEEE 6th International Workshop on Computational Advances in Multi-Sensor Adaptive Processing (CAMSAP)
1929806,Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers
1864278,Proceedings of the 18th International ACM SIGACCESS Conference on Computers and Accessibility
2454103,Proceedings of the 2020 ACM/IEEE International Conference on Human-Robot Interaction
2323040,2013 46th Hawaii International Conference on System Sciences
225891,"Multimodal brain image analysis : third International Workshop, MBIA 2013, held in conjunction with MICCAI 2013, Nagoya, Japan, September 22, 2013 : proceedings. MBIA (Workshop)"
1766012,Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers
1012356,"2011 IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks"
2159248,Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work & Social Computing
2355874,arXiv: Cryptography and Security
1962668,2012 19th IEEE International Conference on Image Processing
946862,Applied optics
1471153,Mach. Learn.
324285,2011 IEEE International Symposium on Biomedical Imaging: From Nano to Macro
1667774,Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers
2093761,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems
1536705,Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems
2355912,NeuroImage
1667789,J. Assoc. Inf. Sci. Technol.
2388688,2017 IEEE Blocks and Beyond Workshop (B&B)
1307344,Proceedings of the 20th ACM International Conference on Intelligent Virtual Agents
1143509,CHI '12 Extended Abstracts on Human Factors in Computing Systems
651992,2020 15th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
2061016,Proceedings of the 2016 ACM Conference on Innovations in Theoretical Computer Science
619238,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
1438440,Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct Publication
127729,Proceedings of the 24th International Conference on Intelligent User Interfaces: Companion
1833239,"Proceedings of the 26th Conference on User Modeling, Adaptation and Personalization"
1307379,Proceedings of the 21st ACM international conference on Information and knowledge management
1831675,Frontiers in Neuroscience
1274624,CHI '11 Extended Abstracts on Human Factors in Computing Systems
1504004,Frontiers in Human Neuroscience
2552592,bioRxiv
2290451,"Multimodal brain image analysis : third International Workshop, MBIA 2013, held in conjunction with MICCAI 2013, Nagoya, Japan, September 22, 2013 : proceedings. MBIA (Workshop)"
1340187,The 22nd International ACM SIGACCESS Conference on Computers and Accessibility
521007,Proceedings of the 33rd Annual ACM Symposium on User Interface Software and Technology
2323261,Frontiers in Computational Neuroscience
1078082,IEEE Transactions on Automation Science and Engineering
1602387,Proceedings of the 8th ACM Conference on Security & Privacy in Wireless and Mobile Networks
2421591,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
2388929,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
62326,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
422788,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
1930131,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)
95129,GeoInformatica
1962911,J. Assoc. Inf. Sci. Technol.
2487199,Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers
1635236,Behaviour & Information Technology
947118,IEEE Transactions on Neural Networks and Learning Systems
1373106,IEEE Transactions on Nuclear Science
684977,Proceedings of the 2020 ACM Conference on Innovation and Technology in Computer Science Education
226230,Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct
488379,Proceedings of the 29th ACM International Conference on Multimedia
488891,Proceedings of the Seventh International Conference on Information and Communication Technologies and Development
1110981,Proceedings of the 31st Australian Conference on Human-Computer-Interaction
2061257,IEEE Transactions on Knowledge and Data Engineering
1635279,Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems
2618321,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems
783315,CHI '11 Extended Abstracts on Human Factors in Computing Systems
2454492,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)"
1111009,Proc. VLDB Endow.
783888,Proceedings of the VLDB Endowment
1405925,Companion of the 2018 ACM/IEEE International Conference on Human-Robot Interaction
1078253,The First Asian Conference on Pattern Recognition
1962992,Proceedings of the ACM on Human-Computer Interaction
1373171,2017 IEEE International Conference on Robotics and Automation (ICRA)
521209,Proceedings of the 30th Annual ACM Symposium on User Interface Software and Technology
1504251,Proceedings of the 21st International Workshop on Mobile Computing Systems and Applications
291835,Proceedings of the 20th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct
816126,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2356228,2014 IEEE 7th International Conference on Service-Oriented Computing and Applications
914446,Companion of the 2018 ACM Conference on Computer Supported Cooperative Work and Social Computing
226319,ACM Transactions on Knowledge Discovery from Data (TKDD)
1340447,IEEE Transactions on Information Theory
1438755,Proceedings of the 2017 ACM Conference Companion Publication on Designing Interactive Systems
62499,CHI '12 Extended Abstracts on Human Factors in Computing Systems
881700,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences"
2159662,Artif. Intell.
1668144,Proceedings of the 2016 Annual Symposium on Computer-Human Interaction in Play
160824,Proceedings of the 2014 conference on Interaction design and children
2421821,IEEE Transactions on Learning Technologies
521284,Transactions of the Association for Computational Linguistics
2126928,"2017 IEEE/ACM International Conference on Connected Health: Applications, Systems and Engineering Technologies (CHASE)"
1602640,Proceedings of the 3rd ACM SIGCAS Conference on Computing and Sustainable Societies
685141,IEEE Access
2323569,2013 IEEE 10th International Symposium on Biomedical Imaging
2552947,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
881784,2015 11th IEEE International Conference and Workshops on Automatic Face and Gesture Recognition (FG)
2585726,Personal and Ubiquitous Computing
2028670,Proceedings of the 51st ACM Technical Symposium on Computer Science Education
685185,CHI '14 Extended Abstracts on Human Factors in Computing Systems
2454661,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
29836,Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems
95375,Proceedings of The International Symposium on Pervasive Displays
2258072,Proceedings of the 20th ACM international conference on Multimedia
1275055,"2012 IEEE 11th International Conference on Trust, Security and Privacy in Computing and Communications"
1307832,Frontiers in Computational Neuroscience
2585794,Proceedings of the 2nd ACM Symposium on Cloud Computing
193741,Computerized Medical Imaging and Graphics
488657,"SC18: International Conference for High Performance Computing, Networking, Storage and Analysis"
1209556,Proceedings of the 21st International Conference on Intelligent User Interfaces
1275096,Proceedings of the 2015 British HCI Conference
1635547,ACM Trans. Economics and Comput.
1406172,IEEE Pervasive Computing
1144029,Proceedings of the 8th International Conference on Pervasive Computing Technologies for Healthcare
1668320,Proceedings of the 17th ACM Workshop on Hot Topics in Networks
226537,Proceedings of the 2020 Conference on Human Information Interaction and Retrieval
1045745,IEEE Pervasive Comput.
2454787,Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct Publication
226564,Proceedings of the 31st Australian Conference on Human-Computer-Interaction
783633,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
2028819,Neural Computing and Applications
2520350,2015 Eighth International Conference on Mobile Computing and Ubiquitous Networking (ICMU)
1570089,Proceedings of the 2nd Conference on Conversational User Interfaces
1996075,bioRxiv
521522,2012 IEEE International Conference on Computational Photography (ICCP)
226617,Interactions
881982,2016 IEEE International Conference on Automation Science and Engineering (CASE)
